0013;8;0013-8-cropped.tif;test;0013/8
0014;1;0014-1-cropped.tif;train;0014
0014;2;0014-2-cropped.tif;val;0014
0014;3;0014-3-cropped.tif;train;0014
0014;4;0014-4-cropped.tif;test;0014/4
0014;6;0014-6-cropped.tif;test;0014/6
0014;7;0014-7-cropped.tif;test;0014/7
0014;8;0014-8-cropped.tif;test;0014/8
0015;1;0015-1-cropped.tif;train;0015
0015;2;0015-2-cropped.tif;val;0015
0015;3;0015-3-cropped.tif;train;0015
0015;4;0015-4-cropped.tif;test;0015/4
0015;6;0015-6-cropped.tif;test;0015/6
0015;7;0015-7-cropped.tif;test;0015/7
0015;8;0015-8-cropped.tif;test;0015/8
0016;1;0016-1-cropped.tif;train;0016
0016;2;0016-2-cropped.tif;val;0016
0016;3;0016-3-cropped.tif;train;0016
0016;4;0016-4-cropped.tif;test;0016/4
0016;6;0016-6-cropped.tif;test;0016/6
0016;7;0016-7-cropped.tif;test;0016/7
0016;8;0016-8-cropped.tif;test;0016/8
0017;1;0017-1-cropped.tif;train;0017
0017;2;0017-2-cropped.tif;val;0017
0017;3;0017-3-cropped.tif;train;0017
0017;4;0017-4-cropped.tif;test;0017/4
0017;6;0017-6-cropped.tif;test;0017/6
0017;7;0017-7-cropped.tif;test;0017/7
0017;8;0017-8-cropped.tif;test;0017/8
0018;1;0018-1-cropped.tif;train;0018
0018;2;0018-2-cropped.tif;val;0018
0018;3;0018-3-cropped.tif;train;0018
0018;4;0018-4-cropped.tif;test;0018/4
0018;6;0018-6-cropped.tif;test;0018/6
0018;7;0018-7-cropped.tif;test;0018/7
0018;8;0018-8-cropped.tif;test;0018/8
0020;1;0020-1-cropped.tif;train;0020
0020;2;0020-2-cropped.tif;val;0020
0020;3;0020-3-cropped.tif;train;0020
0020;4;0020-4-cropped.tif;test;0020/4
0020;6;0020-6-cropped.tif;test;0020/6
0020;7;0020-7-cropped.tif;test;0020/7
0020;8;0020-8-cropped.tif;test;0020/8
0021;1;0021-1-cropped.tif;train;0021
0021;2;0021-2-cropped.tif;val;0021
0021;3;0021-3-cropped.tif;train;0021
0021;4;0021-4-cropped.tif;test;0021/4
0021;6;0021-6-cropped.tif;test;0021/6
0021;7;0021-7-cropped.tif;test;0021/7
0021;8;0021-8-cropped.tif;test;0021/8
0022;1;0022-1-cropped.tif;train;0022
0022;2;0022-2-cropped.tif;val;0022
0022;3;0022-3-cropped.tif;train;0022
0022;4;0022-4-cropped.tif;test;0022/4
0022;6;0022-6-cropped.tif;test;0022/6
0022;7;0022-7-cropped.tif;test;0022/7
0022;8;0022-8-cropped.tif;test;0022/8
0023;1;0023-1-cropped.tif;train;0023
0023;2;0023-2-cropped.tif;val;0023
0023;3;0023-3-cropped.tif;train;0023
0023;4;0023-4-cropped.tif;test;0023/4
0023;6;0023-6-cropped.tif;test;0023/6
0023;7;0023-7-cropped.tif;test;0023/7
0023;8;0023-8-cropped.tif;test;0023/8
0024;1;0024-1-cropped.tif;train;0024
0024;2;0024-2-cropped.tif;val;0024
0024;3;0024-3-cropped.tif;train;0024
0024;4;0024-4-cropped.tif;test;0024/4
0024;6;0024-6-cropped.tif;test;0024/6
0024;7;0024-7-cropped.tif;test;0024/7
0024;8;0024-8-cropped.tif;test;0024/8
0025;1;0025-1-cropped.tif;train;0025
0025;2;0025-2-cropped.tif;val;0025
0025;3;0025-3-cropped.tif;train;0025
0025;4;0025-4-cropped.tif;test;0025/4
0025;6;0025-6-cropped.tif;test;0025/6
0025;7;0025-7-cropped.tif;test;0025/7
0025;8;0025-8-cropped.tif;test;0025/8
0026;1;0026-1-cropped.tif;train;0026
0026;2;0026-2-cropped.tif;val;0026
0026;3;0026-3-cropped.tif;train;0026
0026;4;0026-4-cropped.tif;test;0026/4
0026;6;0026-6-cropped.tif;test;0026/6
0026;7;0026-7-cropped.tif;test;0026/7
0026;8;0026-8-cropped.tif;test;0026/8
0027;1;0027-1-cropped.tif;train;0027
0027;2;0027-2-cropped.tif;val;0027
0027;3;0027-3-cropped.tif;train;0027
0027;4;0027-4-cropped.tif;test;0027/4
0027;6;0027-6-cropped.tif;test;0027/6
0027;7;0027-7-cropped.tif;test;0027/7
0027;8;0027-8-cropped.tif;test;0027/8
0028;1;0028-1-cropped.tif;train;0028
0028;2;0028-2-cropped.tif;val;0028
0028;3;0028-3-cropped.tif;train;0028
0028;4;0028-4-cropped.tif;test;0028/4
0028;6;0028-6-cropped.tif;test;0028/6
0028;7;0028-7-cropped.tif;test;0028/7
0028;8;0028-8-cropped.tif;test;0028/8
0029;1;0029-1-cropped.tif;train;0029
0029;2;0029-2-cropped.tif;val;0029
0029;3;0029-3-cropped.tif;train;0029
0029;4;0029-4-cropped.tif;test;0029/4
0029;6;0029-6-cropped.tif;test;0029/6
0029;7;0029-7-cropped.tif;test;0029/7
0029;8;0029-8-cropped.tif;test;0029/8
0041;1;0041-1-cropped.tif;train;0041
0041;2;0041-2-cropped.tif;val;0041
0041;3;0041-3-cropped.tif;train;0041
0041;4;0041-4-cropped.tif;test;0041/4
0041;6;0041-6-cropped.tif;test;0041/6
0041;7;0041-7-cropped.tif;test;0041/7
0041;8;0041-8-cropped.tif;test;0041/8
0042;1;0042-1-cropped.tif;train;0042
0042;2;0042-2-cropped.tif;val;0042
0042;3;0042-3-cropped.tif;train;0042
0042;4;0042-4-cropped.tif;test;0042/4
0042;6;0042-6-cropped.tif;test;0042/6
0042;7;0042-7-cropped.tif;test;0042/7
0042;8;0042-8-cropped.tif;test;0042/8
0047;1;0047-1-cropped.tif;train;0047
0047;2;0047-2-cropped.tif;val;0047
0047;3;0047-3-cropped.tif;train;0047
0047;4;0047-4-cropped.tif;test;0047/4
0047;6;0047-6-cropped.tif;test;0047/6
0047;7;0047-7-cropped.tif;test;0047/7
0047;8;0047-8-cropped.tif;test;0047/8
0050;1;0050-1-cropped.tif;train;0050
0050;2;0050-2-cropped.tif;val;0050
0050;3;0050-3-cropped.tif;train;0050
0050;4;0050-4-cropped.tif;test;0050/4
0050;6;0050-6-cropped.tif;test;0050/6
0050;7;0050-7-cropped.tif;test;0050/7
0050;8;0050-8-cropped.tif;test;0050/8
0052;1;0052-1-cropped.tif;train;0052
0052;2;0052-2-cropped.tif;val;0052
0052;3;0052-3-cropped.tif;train;0052
0052;4;0052-4-cropped.tif;test;0052/4
0052;6;0052-6-cropped.tif;test;0052/6
0053;1;0053-1-cropped.tif;train;0053
0053;2;0053-2-cropped.tif;val;0053
0053;3;0053-3-cropped.tif;train;0053
0053;4;0053-4-cropped.tif;test;0053/4
0053;6;0053-6-cropped.tif;test;0053/6
0057;1;0057-1-cropped.tif;train;0057
0057;2;0057-2-cropped.tif;val;0057
0057;3;0057-3-cropped.tif;train;0057
0057;4;0057-4-cropped.tif;test;0057/4
0057;6;0057-6-cropped.tif;test;0057/6
0058;1;0058-1-cropped.tif;train;0058
0058;2;0058-2-cropped.tif;val;0058
0058;3;0058-3-cropped.tif;train;0058
0058;4;0058-4-cropped.tif;test;0058/4
0058;6;0058-6-cropped.tif;test;0058/6
0059;1;0059-1-cropped.tif;train;0059
0059;2;0059-2-cropped.tif;val;0059
0059;3;0059-3-cropped.tif;train;0059
0059;4;0059-4-cropped.tif;test;0059/4
0059;6;0059-6-cropped.tif;test;0059/6
0073;1;0073-1-cropped.tif;train;0073
0073;2;0073-2-cropped.tif;val;0073
0073;3;0073-3-cropped.tif;train;0073
0073;4;0073-4-cropped.tif;test;0073/4
0073;6;0073-6-cropped.tif;test;0073/6
0074;1;0074-1-cropped.tif;train;0074
0074;2;0074-2-cropped.tif;val;0074
0074;3;0074-3-cropped.tif;train;0074
0074;4;0074-4-cropped.tif;test;0074/4
0074;6;0074-6-cropped.tif;test;0074/6
0075;1;0075-1-cropped.tif;train;0075
0075;2;0075-2-cropped.tif;val;0075
0075;3;0075-3-cropped.tif;train;0075
0075;4;0075-4-cropped.tif;test;0075/4
0075;6;0075-6-cropped.tif;test;0075/6
0076;1;0076-1-cropped.tif;train;0076
0076;2;0076-2-cropped.tif;val;0076
0076;3;0076-3-cropped.tif;train;0076
0076;4;0076-4-cropped.tif;test;0076/4
0076;6;0076-6-cropped.tif;test;0076/6
0077;1;0077-1-cropped.tif;train;0077
0077;2;0077-2-cropped.tif;val;0077
0077;3;0077-3-cropped.tif;train;0077
0077;4;0077-4-cropped.tif;test;0077/4
0077;6;0077-6-cropped.tif;test;0077/6
0078;1;0078-1-cropped.tif;train;0078
0078;2;0078-2-cropped.tif;val;0078
0078;3;0078-3-cropped.tif;train;0078
0078;4;0078-4-cropped.tif;test;0078/4
0078;6;0078-6-cropped.tif;test;0078/6
0079;1;0079-1-cropped.tif;train;0079
0079;2;0079-2-cropped.tif;val;0079
0079;3;0079-3-cropped.tif;train;0079
0079;4;0079-4-cropped.tif;test;0079/4
0079;6;0079-6-cropped.tif;test;0079/6
0080;1;0080-1-cropped.tif;train;0080
0080;2;0080-2-cropped.tif;val;0080
0080;3;0080-3-cropped.tif;train;0080
0080;4;0080-4-cropped.tif;test;0080/4
0080;6;0080-6-cropped.tif;test;0080/6
0081;1;0081-1-cropped.tif;train;0081
0081;2;0081-2-cropped.tif;val;0081
0081;3;0081-3-cropped.tif;train;0081
0081;4;0081-4-cropped.tif;test;0081/4
0081;6;0081-6-cropped.tif;test;0081/6
0083;1;0083-1-cropped.tif;train;0083
0083;2;0083-2-cropped.tif;val;0083
0083;3;0083-3-cropped.tif;train;0083
0083;4;0083-4-cropped.tif;test;0083/4
0083;6;0083-6-cropped.tif;test;0083/6
0084;1;0084-1-cropped.tif;train;0084
0084;2;0084-2-cropped.tif;val;0084
0084;3;0084-3-cropped.tif;train;0084
0084;4;0084-4-cropped.tif;test;0084/4
0084;6;0084-6-cropped.tif;test;0084/6
0095;1;0095-1-cropped.tif;train;0095
0095;2;0095-2-cropped.tif;val;0095
0095;3;0095-3-cropped.tif;train;0095
0095;4;0095-4-cropped.tif;test;0095/4
0095;6;0095-6-cropped.tif;test;0095/6
0096;1;0096-1-cropped.tif;train;0096
0096;2;0096-2-cropped.tif;val;0096
0096;3;0096-3-cropped.tif;train;0096
0096;4;0096-4-cropped.tif;test;0096/4
0096;6;0096-6-cropped.tif;test;0096/6
0097;1;0097-1-cropped.tif;train;0097
0097;2;0097-2-cropped.tif;val;0097
0097;3;0097-3-cropped.tif;train;0097
0097;4;0097-4-cropped.tif;test;0097/4
0097;6;0097-6-cropped.tif;test;0097/6
0098;1;0098-1-cropped.tif;train;0098
0098;2;0098-2-cropped.tif;val;0098
0098;3;0098-3-cropped.tif;train;0098
0098;4;0098-4-cropped.tif;test;0098/4
0098;6;0098-6-cropped.tif;test;0098/6
0152;1;0152-1-cropped.tif;train;0152
0152;2;0152-2-cropped.tif;val;0152
0152;3;0152-3-cropped.tif;train;0152
0152;4;0152-4-cropped.tif;test;0152/4
0152;6;0152-6-cropped.tif;test;0152/6
0153;1;0153-1-cropped.tif;train;0153
0153;2;0153-2-cropped.tif;val;0153
0153;3;0153-3-cropped.tif;train;0153
0153;4;0153-4-cropped.tif;test;0153/4
0153;6;0153-6-cropped.tif;test;0153/6
0155;1;0155-1-cropped.tif;train;0155
0155;2;0155-2-cropped.tif;val;0155
0155;3;0155-3-cropped.tif;train;0155
0155;4;0155-4-cropped.tif;test;0155/4
0155;6;0155-6-cropped.tif;test;0155/6
